ID,Gender,Household income,Method,Education,Household size,Rainfall,Ave temp,Travel time,Amount spent,Availability,Quality,Willingness to pay,Kitchen Sink,ToiletWC,Garden,Car,Volume in lpcd,Shortest distance,Height diff,LULC
281,female,55000,delivered,1,3,284,76,84,120,often,good,170,0,0,0,0,40,588.59,37,7
282,female,55000,delivered,1,4,284,76,88,120,not_often,fair,170,0,0,0,0,40,534.18,31,7
283,female,55000,delivered,1,3,284,76,88,165,often,fair,210,0,0,0,0,50,353.01,5,7
284,male,55000,delivered,1,6,284,76,98,165,not_often,fair,210,0,0,0,0,30,469.66,21,7
285,male,55000,delivered,1,4,284,76,98,165,often,fair,210,0,0,0,0,30,393.91,12,7
286,female,55000,delivered,1,6,284,76,98,165,not_often,fair,210,0,0,0,0,30,317.62,11,7
287,female,55000,delivered,1,6,284,76,74,210,not_often,good,260,0,0,0,0,60,223.62,10,7
288,male,70000,delivered,1,5,284,76,64,240,often,fair,290,0,0,0,0,70,178.75,11,7
289,male,100000,delivered,1,3,284,76,13,480,often,fair,300,0,0,0,0,130,242.92,14,7
290,female,40000,delivered,1,4,284,76,8,570,not_often,fair,280,0,0,0,0,150,47.76,2,7
291,female,60000,delivered,1,3,284,76,13,450,not_often,good,500,0,0,0,0,120,131.19,12,7
292,female,75000,delivered,1,4,284,76,34,330,often,good,380,0,0,0,0,90,145.66,10,7
293,female,90000,delivered,1,6,284,76,84,165,often,good,210,0,0,0,0,50,188.32,20,7
294,female,60000,delivered,1,3,284,76,8,480,not_often,good,300,0,0,0,0,130,284.86,16,7
295,female,105000,delivered,1,6,284,76,94,480,not_often,good,300,0,0,0,0,30,458.75,30,7
296,female,40000,delivered,1,4,284,76,94,480,not_often,fair,300,0,0,0,0,30,564.72,38,7
297,female,85000,delivered,1,6,284,76,98,480,often,very good,300,0,0,0,0,30,489.34,35,7
298,female,45000,delivered,1,3,284,76,74,210,not_often,good,260,0,0,0,0,60,409.46,27,7
299,female,65000,delivered,1,4,284,76,94,210,not_often,good,260,0,0,0,0,30,525.76,23,7
300,female,45000,delivered,1,3,284,76,74,210,often,good,260,0,0,0,0,60,429.38,9,7
301,female,100000,delivered,1,4,107,79,84,165,not_often,good,210,0,0,0,0,50,192.46,2,7
302,female,100000,delivered,1,5,107,79,44,210,not_often,fair,260,0,0,0,0,60,222.27,3,7
303,female,100000,delivered,1,3,107,79,24,360,not_often,good,410,0,0,0,0,100,264.75,4,7
304,female,100000,delivered,1,4,107,79,64,240,often,good,290,0,0,0,0,70,283.44,4,7
305,female,100000,delivered,1,4,107,79,64,240,not_often,good,290,0,0,0,0,70,269.03,4,7
306,female,100000,delivered,1,6,107,79,74,210,not_often,good,260,0,0,0,0,60,239.04,4,7
307,female,100000,delivered,1,3,107,79,8,525,often,fair,480,0,0,0,0,140,179.36,3,7
308,female,70000,delivered,1,5,107,79,28,330,often,fair,380,0,0,0,0,90,147.41,3,7
309,female,65000,delivered,1,5,107,79,28,285,not_often,good,330,0,0,0,0,80,183.85,3,7
310,female,105000,delivered,1,4,107,79,28,360,often,fair,410,0,0,0,0,100,216.09,4,7
311,female,100000,carried,1,3,107,79,13,450,not_often,fair,500,0,0,0,0,120,114.04,2,7
312,female,65000,delivered,1,5,107,79,13,450,often,fair,500,0,0,0,0,120,73.16,1,7
313,female,70000,carried,1,5,107,79,44,240,often,good,290,0,0,0,0,70,114.74,2,7
314,female,90000,delivered,1,6,107,79,48,210,not_often,fair,260,0,0,0,0,60,152.21,4,7
315,male,70000,delivered,1,5,107,79,84,120,often,fair,170,0,0,0,0,40,208.63,4,7
316,female,90000,delivered,1,6,107,79,44,240,often,fair,290,0,0,0,0,70,147.33,3,7
317,male,45000,carried,1,3,107,79,8,765,not_often,good,280,0,0,0,0,200,57.28,2,7
318,female,60000,carried,1,3,107,79,13,450,not_often,fair,500,0,0,0,0,120,110.26,1,7
319,female,40000,delivered,1,4,107,79,13,405,often,good,450,0,0,0,0,110,154.15,3,7
320,male,40000,delivered,1,4,107,79,13,405,often,fair,450,0,0,0,0,110,196.76,4,7
321,male,105000,delivered,1,3,107,79,8,525,often,fair,480,0,0,0,0,140,190.08,4,7
322,male,100000,delivered,1,2,107,79,8,840,often,fair,550,0,0,0,0,220,183.97,0,7
323,female,100000,delivered,1,6,107,79,24,360,not_often,fair,410,0,0,0,0,100,60,1,7
324,female,100000,delivered,1,3,107,79,8,525,often,good,480,0,0,0,0,140,164.91,3,7
325,male,100000,delivered,1,3,107,79,84,210,often,good,260,0,0,0,0,60,193.76,3,7
326,male,100000,delivered,1,6,107,79,94,210,often,good,260,0,0,0,0,30,229.71,3,7
327,male,100000,delivered,1,5,107,79,98,210,often,fair,260,0,0,0,0,30,244.77,5,7
328,female,100000,delivered,1,4,107,79,134,210,not_often,fair,260,0,0,0,0,30,280.49,5,7
329,female,45000,delivered,1,6,107,79,134,210,not_often,fair,260,0,0,0,0,20,226.08,0,7
330,female,60000,carried,1,3,107,79,84,210,not_often,good,260,0,0,0,0,60,208.21,3,7
331,female,80000,delivered,1,4,107,79,74,120,not_often,good,170,0,0,0,0,40,227.73,4,7
332,male,105000,carried,1,4,107,79,84,120,not_often,fair,170,0,0,0,0,40,263.29,2,7
333,female,70000,delivered,1,5,107,79,134,120,often,good,170,0,0,0,0,20,295.58,7,7
334,male,75000,delivered,1,4,107,79,84,120,often,fair,170,0,0,0,0,40,258.31,8,7
335,male,75000,carried,1,4,107,79,84,120,often,fair,170,0,0,0,0,40,217.61,6,7
336,male,75000,delivered,1,4,107,79,34,330,often,good,380,0,0,0,0,90,112.01,5,7
337,male,60000,carried,1,3,107,79,13,450,not_often,good,500,0,0,0,0,120,106.78,3,7
338,female,65000,carried,1,5,107,79,34,285,not_often,good,330,0,0,0,0,80,62.43,2,7
339,male,50000,delivered,1,4,107,79,13,405,not_often,fair,450,0,0,0,0,110,68.25,3,7
340,male,50000,carried,1,5,107,79,34,285,often,good,330,0,0,0,0,80,117.72,4,7
341,male,50000,delivered,1,3,107,79,13,450,often,fair,500,0,0,0,0,120,150.76,4,7
342,female,50000,carried,1,4,107,79,44,285,not_often,good,330,0,0,0,0,80,187.24,4,7
343,female,50000,carried,1,6,107,79,84,165,not_often,fair,210,0,0,0,0,50,196.98,1,7
344,male,50000,carried,1,5,107,79,44,240,not_often,fair,290,0,0,0,0,70,151.79,4,7
345,male,50000,delivered,1,3,107,79,8,525,often,good,480,0,0,0,0,140,52.17,2,7
346,female,50000,carried,1,4,107,79,34,330,often,good,380,0,0,0,0,90,109.81,1,7
347,male,50000,carried,1,5,107,79,44,240,not_often,good,290,0,0,0,0,70,145.99,3,7
348,female,70000,delivered,1,4,107,79,24,360,often,good,410,0,0,0,0,100,97.02,2,7
349,male,75000,carried,1,4,107,79,24,360,often,good,410,0,0,0,0,100,76.22,0,7
350,female,90000,delivered,1,6,107,79,44,240,not_often,fair,290,0,0,0,0,70,71.81,2,7
351,male,70000,delivered,1,5,107,79,44,285,not_often,fair,330,0,0,0,0,80,61.2,1,7
352,male,75000,carried,1,4,107,79,34,330,often,fair,380,0,0,0,0,90,125.25,2,7
353,female,100000,delivered,1,3,107,79,64,120,not_often,good,170,0,0,0,0,40,293.9,5,7
354,female,70000,delivered,1,5,107,79,134,120,often,fair,170,0,0,0,0,20,340.3,5,7
355,male,80000,delivered,1,6,107,79,134,120,not_often,good,170,0,0,0,0,20,267.37,4,7
356,male,95000,delivered,1,6,107,79,134,120,not_often,good,170,0,0,0,0,20,296.45,5,7
357,male,90000,delivered,1,6,107,79,134,120,often,fair,170,0,0,0,0,10,328.4,6,7
358,female,40000,delivered,1,4,107,79,94,120,often,fair,170,0,0,0,0,30,271.15,4,7
359,male,55000,delivered,1,3,107,79,84,120,often,good,170,0,0,0,0,40,260.71,4,7
360,male,100000,delivered,1,3,107,79,94,90,not_often,good,140,0,0,0,0,30,327.27,7,7
361,female,85000,delivered,1,6,107,79,134,90,not_often,fair,140,0,0,0,0,20,291.29,6,7
362,male,105000,delivered,1,6,107,79,124,90,not_often,fair,140,0,0,0,0,10,339.84,8,7
363,female,100000,delivered,1,6,107,79,124,90,not_often,fair,140,0,0,0,0,10,306.22,6,7
364,female,100000,delivered,1,5,107,79,134,90,often,very good,140,0,0,0,0,20,268.07,5,7
365,female,100000,delivered,1,6,107,79,134,90,not_often,good,140,0,0,0,0,10,355.76,7,7
366,female,100000,delivered,1,3,107,79,124,90,not_often,good,140,0,0,0,0,20,310.04,7,7
367,female,100000,delivered,1,5,107,79,144,90,often,good,140,0,0,0,0,10,357.58,7,7
368,female,100000,delivered,1,6,107,79,134,90,often,good,140,0,0,0,0,10,306.79,10,7
369,female,80000,delivered,1,5,107,79,144,90,not_often,good,140,0,0,0,0,10,356.72,11,7
370,male,65000,carried,1,5,107,79,134,90,not_often,fair,140,0,0,0,0,20,244,3,7
371,female,80000,delivered,1,4,107,79,34,330,often,good,380,0,0,0,0,90,183.17,4,7
372,female,60000,carried,1,3,107,79,84,120,often,good,170,0,0,0,0,40,237.61,5,7
373,female,60000,carried,1,3,107,79,18,405,often,fair,450,0,0,0,0,110,157.43,4,7
374,female,60000,carried,1,4,107,79,28,330,often,good,380,0,0,0,0,90,203.97,3,7
375,female,60000,carried,1,4,107,79,28,330,not_often,very good,380,0,0,0,0,90,136.36,1,7
376,female,70000,carried,1,5,107,79,24,360,often,fair,410,0,0,0,0,100,45.04,1,7
377,female,50000,carried,1,4,107,79,13,480,not_often,fair,300,0,0,0,0,130,47.68,2,7
378,male,80000,carried,1,4,107,79,24,360,not_often,good,410,0,0,0,0,100,79.16,0,7
379,female,40000,carried,1,4,107,79,34,330,not_often,fair,380,0,0,0,0,90,112.36,1,7
380,male,100000,carried,1,4,107,79,38,330,often,good,380,0,0,0,1,90,82.86,0,7
381,male,70000,carried,1,5,107,79,48,240,not_often,fair,290,0,0,0,0,70,93.41,3,7
382,female,70000,carried,1,4,107,79,13,450,not_often,fair,500,0,0,0,0,120,54.82,0,7
383,female,85000,carried,1,6,107,79,44,285,often,fair,330,0,0,0,0,80,82.46,2,7
384,female,70000,carried,1,5,107,79,34,330,not_often,good,380,0,0,0,0,90,118.11,2,7
385,female,95000,carried,1,6,107,79,44,285,not_often,fair,330,0,0,0,0,80,55.58,0,7
386,male,65000,carried,1,5,107,79,24,360,not_often,good,410,0,0,0,0,100,53.54,1,7
387,male,65000,carried,1,3,107,79,8,645,often,good,400,0,0,0,0,170,48.84,1,7
388,female,65000,carried,1,6,107,79,28,285,not_often,good,330,0,0,0,0,80,88.2,2,7
389,female,65000,carried,1,6,107,79,28,285,not_often,fair,330,0,0,0,0,80,42.2,0,7
390,female,65000,carried,1,4,107,79,13,450,not_often,fair,500,0,0,0,0,120,38.48,0,7
391,male,75000,carried,1,4,107,79,13,480,not_often,good,300,0,0,0,0,130,47.76,1,7
392,male,70000,carried,1,5,107,79,13,450,not_often,fair,500,0,0,0,0,120,15.62,0,7
393,female,105000,carried,1,6,107,79,24,360,not_often,fair,410,0,0,0,0,100,23.19,1,7
394,female,60000,carried,1,3,107,79,13,645,often,fair,400,0,0,0,0,170,46.49,1,7
395,female,90000,carried,1,6,107,79,44,285,not_often,fair,330,0,0,0,0,80,65.73,0,7
396,male,80000,carried,1,4,107,79,13,480,not_often,fair,300,0,0,0,0,130,52.2,1,7
397,female,60000,carried,1,4,107,79,13,480,often,good,300,0,0,0,0,130,67.36,1,7
398,male,95000,carried,1,6,107,79,44,285,not_often,good,330,0,0,0,0,80,56.73,0,7
399,female,60000,carried,1,3,107,79,8,570,not_often,good,280,0,0,0,0,150,135.2,2,7
400,female,65000,carried,1,5,107,79,34,330,not_often,fair,380,0,0,0,0,90,143.39,3,7
401,male,95000,carried,1,6,0,74,48,240,often,fair,290,0,0,0,0,70,121.56,3,7
402,male,60000,carried,1,3,0,74,8,645,not_often,good,400,0,0,0,0,170,66.03,2,7
403,female,95000,carried,1,6,0,74,48,240,often,fair,290,0,0,0,0,70,155.97,5,7
404,male,100000,carried,1,3,0,74,8,570,not_often,good,280,0,0,0,0,150,116.73,3,7
405,male,60000,carried,1,3,0,74,8,570,often,good,280,0,0,0,0,150,151.73,2,7
406,female,50000,carried,1,4,0,74,13,480,not_often,fair,300,0,0,0,0,130,44.18,3,7
407,female,100000,carried,1,2,0,74,8,480,not_often,fair,300,0,0,0,0,260,69.32,1,7
408,female,50000,carried,1,4,0,74,8,480,not_often,fair,300,0,0,0,0,130,91.55,2,7
409,male,100000,carried,1,4,0,74,13,480,not_often,fair,300,0,0,0,0,130,37.7,0,7
410,male,75000,carried,1,4,0,74,13,405,often,fair,450,0,0,0,0,110,94.34,3,7
411,female,80000,carried,1,6,0,74,48,240,often,fair,290,0,0,0,0,70,103.46,2,7
412,female,50000,delivered,1,4,0,74,13,405,not_often,good,450,0,0,0,0,110,196.36,2,7
413,female,100000,delivered,1,3,0,74,13,525,often,good,480,0,0,0,0,140,187.96,6,7
414,male,40000,delivered,1,4,0,74,24,360,often,good,410,0,0,0,0,100,220.1,1,7
415,female,65000,delivered,1,5,0,74,34,330,not_often,good,380,0,0,0,0,90,163.62,0,7
416,female,50000,delivered,1,4,0,74,24,405,often,fair,450,0,0,0,0,110,138.36,3,7
417,female,90000,delivered,1,6,0,74,88,210,often,good,260,0,0,0,0,60,213.04,2,7
418,female,40000,delivered,1,4,0,74,20,405,often,fair,450,0,0,0,0,110,145.72,2,7
419,female,50000,delivered,1,4,0,74,30,330,not_often,good,380,0,0,0,0,90,256.45,2,7
420,female,50000,delivered,1,4,0,74,20,405,often,fair,450,0,0,0,0,110,180.25,2,7
421,male,50000,delivered,1,4,0,74,20,360,often,fair,410,0,0,0,0,100,214.46,1,7
422,female,50000,delivered,1,5,0,74,88,210,not_often,good,260,0,0,0,0,60,319.04,2,7
423,male,50000,delivered,1,6,0,74,80,165,often,good,210,0,0,0,0,50,311.67,8,7
424,male,50000,delivered,1,4,0,74,30,330,often,fair,380,0,0,0,0,90,247.03,6,7
425,female,95000,delivered,1,6,0,74,88,210,often,good,260,0,0,0,0,60,145.5,1,7
426,female,65000,delivered,1,5,0,74,40,240,often,fair,290,0,0,0,0,70,243.13,5,7
427,female,95000,delivered,1,6,0,74,88,210,often,good,260,0,0,0,0,60,277.12,3,7
428,male,100000,delivered,1,6,0,74,88,210,not_often,good,260,0,0,0,0,60,259.28,2,7
429,male,100000,delivered,1,3,0,74,13,480,often,good,300,0,0,0,0,130,223.83,1,7
430,male,100000,delivered,1,4,0,74,20,360,often,good,410,0,0,0,0,100,221.54,7,7
431,male,100000,delivered,1,3,0,74,13,450,often,fair,500,0,0,0,0,120,254.95,6,7
432,male,100000,delivered,1,4,0,74,30,330,often,good,380,0,0,0,0,90,256.85,3,7
433,female,60000,delivered,1,3,0,74,13,450,not_often,fair,500,0,0,0,0,120,304.61,2,7
434,male,70000,delivered,1,5,0,74,40,240,not_often,fair,290,0,0,0,0,70,322.06,7,7
435,female,70000,delivered,1,5,0,74,38,240,often,very good,290,0,0,0,0,70,318.11,5,7
436,female,90000,delivered,1,6,0,74,88,210,not_often,fair,260,0,0,0,0,60,320.63,1,7
437,female,95000,delivered,1,6,0,74,40,240,often,good,290,0,0,0,0,70,256.73,4,7
438,female,105000,delivered,1,4,0,74,20,405,often,fair,450,0,0,0,0,110,260.6,4,7
439,male,55000,delivered,1,3,0,74,40,450,often,fair,500,0,0,0,0,120,318.02,3,7
440,male,55000,delivered,1,3,0,74,13,450,not_often,good,500,0,0,0,0,120,301.88,2,7
441,female,90000,delivered,1,6,0,74,40,240,not_often,good,290,0,0,0,0,70,234.06,2,7
442,female,45000,delivered,1,3,0,74,13,525,not_often,fair,480,0,0,0,0,140,234.36,4,7
443,male,100000,delivered,1,4,0,74,13,525,not_often,good,480,0,0,0,0,140,132,1,7
444,female,60000,delivered,1,3,0,74,20,405,not_often,good,450,0,0,0,0,110,206.63,7,7
445,female,80000,delivered,1,6,0,74,30,330,not_often,good,380,0,0,0,0,90,138.22,4,7
446,female,85000,delivered,1,6,0,74,20,360,not_often,good,410,0,0,0,0,100,80.99,2,7
447,female,85000,carried,1,4,0,74,8,600,often,good,450,0,0,0,0,160,26.17,0,7
448,male,85000,delivered,1,6,0,74,20,360,not_often,fair,410,0,0,0,0,100,109.66,4,7
449,male,85000,delivered,1,3,0,74,8,690,not_often,fair,500,0,0,0,0,180,174.52,9,7
450,female,85000,delivered,1,4,0,74,20,405,often,fair,450,0,0,0,0,110,255.15,11,7
451,male,40000,delivered,1,4,0,74,20,405,not_often,good,450,0,0,0,0,110,297.06,11,7
452,female,40000,well,1,4,0,74,20,405,often,poor,450,0,0,0,0,110,276.74,10,7
453,female,60000,delivered,1,3,0,74,8,525,often,fair,480,0,0,0,0,140,261.28,9,7
454,male,55000,delivered,1,3,0,74,8,600,often,fair,450,0,0,0,0,160,209.29,8,7
455,female,95000,delivered,1,6,0,74,40,285,not_often,fair,330,0,0,0,0,80,238.03,6,7
456,female,95000,delivered,1,6,0,74,30,330,not_often,fair,380,0,0,0,0,90,160.65,8,7
457,female,95000,delivered,1,4,0,74,13,480,often,fair,300,0,0,0,0,130,152.07,6,7
458,female,95000,delivered,1,4,0,74,8,525,not_often,good,480,0,0,0,0,140,112.64,4,7
459,male,95000,delivered,1,3,0,74,8,645,not_often,fair,400,0,0,0,0,170,177.19,4,7
460,male,95000,delivered,1,4,0,74,8,480,not_often,fair,300,0,0,0,0,130,159.15,2,7
461,female,95000,delivered,1,3,0,74,8,765,not_often,fair,280,0,0,0,0,200,97.59,2,7
462,female,90000,delivered,1,6,0,74,20,360,often,good,410,0,0,0,0,100,80.06,3,7
463,male,45000,carried,1,3,0,74,8,810,not_often,fair,550,0,0,0,0,210,70.01,1,7
464,male,85000,delivered,1,6,0,74,40,285,often,good,330,0,0,0,0,80,183.13,4,7
465,male,105000,delivered,1,4,0,74,8,525,not_often,fair,480,0,0,0,0,140,116.71,4,7
466,male,105000,delivered,1,3,0,74,8,765,not_often,good,280,0,0,0,0,200,86.05,5,7
467,male,95000,carried,1,6,0,74,20,405,not_often,fair,450,0,0,0,0,110,46.53,3,7
468,female,65000,carried,1,5,0,74,13,480,often,good,300,0,0,0,0,130,52.33,3,7
469,female,65000,delivered,1,5,0,74,13,480,often,good,300,0,0,0,0,130,70.72,4,7
470,female,50000,delivered,1,4,0,74,8,645,often,fair,400,0,0,0,0,170,67.12,3,7
471,male,70000,delivered,1,5,0,74,20,360,often,fair,410,0,0,0,0,100,141.82,4,7
472,female,80000,delivered,1,4,0,74,13,450,often,fair,500,0,0,0,0,120,211.68,8,7
473,female,85000,delivered,1,4,0,74,13,450,not_often,fair,500,0,0,0,0,120,221.62,10,7
474,female,95000,delivered,1,6,0,74,30,330,often,fair,380,0,0,0,0,90,155.08,6,7
475,female,75000,delivered,1,4,0,74,13,450,not_often,fair,500,0,0,0,0,120,248.6,11,7
476,male,50000,delivered,1,4,0,74,13,450,not_often,good,500,0,0,0,0,120,260.95,10,7
477,male,80000,delivered,1,4,0,74,13,405,often,fair,450,0,0,0,0,110,297.67,10,7
478,male,45000,delivered,1,3,0,74,20,360,often,fair,410,0,0,0,0,100,368.4,15,7
479,female,80000,delivered,1,4,0,74,38,285,not_often,fair,330,0,0,0,0,80,315.36,11,7
480,male,85000,delivered,1,6,0,74,80,165,not_often,fair,210,0,0,0,0,50,346.99,9,7
481,female,100000,delivered,1,4,0,74,40,240,not_often,fair,290,0,0,0,0,70,317.16,10,7
482,male,105000,delivered,1,3,0,74,40,240,often,good,290,0,0,0,0,70,409.42,6,7
483,female,60000,delivered,1,3,0,74,88,210,not_often,good,260,0,0,0,0,60,461.86,7,7
484,male,105000,delivered,1,6,0,74,70,120,not_often,good,170,0,0,0,0,40,371.01,12,7
485,male,40000,delivered,1,4,0,74,40,240,not_often,fair,290,0,0,0,0,70,398.42,12,7
486,female,55000,delivered,1,3,0,74,88,210,often,fair,260,0,0,0,0,60,463.79,9,7
487,male,55000,delivered,1,4,0,74,40,285,often,fair,330,0,0,0,0,80,308.15,12,7
488,female,55000,delivered,1,5,0,74,88,210,often,good,260,0,0,0,0,60,337.38,11,7
489,male,55000,delivered,1,4,0,74,48,240,not_often,fair,290,0,0,0,0,70,324.49,9,7
490,male,55000,delivered,1,6,0,74,48,240,often,good,290,0,0,0,0,70,270.65,7,7
491,female,55000,delivered,1,6,0,74,40,285,not_often,fair,330,0,0,0,0,80,180.23,7,7
492,male,55000,delivered,1,6,0,74,80,165,often,good,210,0,0,0,0,50,391.76,6,7
493,male,75000,delivered,1,4,0,74,38,285,not_often,good,330,0,0,0,0,80,322.41,6,7
494,female,55000,delivered,1,3,0,74,20,360,often,good,410,0,0,0,0,100,337,4,7
495,female,85000,delivered,1,6,0,74,80,165,not_often,good,210,0,0,0,0,50,319.9,3,7
496,female,90000,delivered,1,6,0,74,42,285,not_often,fair,330,0,0,0,0,80,253.51,3,7
497,female,90000,delivered,1,6,0,74,42,285,not_often,good,330,0,0,0,0,80,229.11,4,7
498,male,90000,delivered,1,4,0,74,8,480,not_often,good,300,0,0,0,0,130,177.55,5,7
499,female,90000,carried,1,4,0,74,8,525,often,fair,480,0,0,0,0,140,106.47,3,7
500,female,90000,carried,1,6,0,74,22,360,not_often,very good,410,0,0,0,0,100,77.01,4,7
501,female,105000,carried,1,4,107,75,8,570,often,good,280,0,0,0,0,150,87.09,0,7
502,female,80000,delivered,1,6,107,75,48,240,often,good,290,0,0,0,0,70,202.25,5,7
503,male,60000,delivered,1,3,107,75,22,360,not_often,good,410,0,0,0,0,100,303.64,11,7
504,female,100000,delivered,1,3,107,75,8,600,not_often,fair,450,0,0,0,0,160,241.25,11,7
505,female,100000,delivered,1,4,107,75,8,480,not_often,fair,300,0,0,0,0,130,116.1,0,7
506,female,50000,delivered,1,4,107,75,8,480,often,good,300,0,0,0,0,130,142.04,2,7
507,female,70000,delivered,1,5,107,75,22,360,not_often,good,410,0,0,0,0,100,160.8,5,7
508,female,55000,delivered,1,3,107,75,8,600,often,fair,450,0,0,0,0,160,169.12,2,7
509,female,55000,delivered,1,5,107,75,22,360,often,good,410,0,0,0,0,100,115.69,5,7
510,female,80000,delivered,1,4,107,75,6,480,not_often,fair,300,0,0,0,0,130,126.15,3,7
511,female,90000,delivered,1,6,107,75,38,285,not_often,fair,330,0,0,0,0,80,213.46,16,7
512,female,75000,delivered,1,4,107,75,13,480,not_often,fair,300,0,0,0,0,130,104,3,7
513,female,75000,delivered,1,4,107,75,13,450,not_often,good,500,0,0,0,0,120,212.21,16,7
514,female,95000,carried,1,4,107,75,8,525,not_often,fair,480,0,0,0,0,140,76.69,0,7
515,male,55000,delivered,1,3,107,75,8,690,not_often,good,500,0,0,0,0,180,99.01,0,7
516,female,85000,delivered,1,6,107,75,38,285,often,good,330,0,0,0,0,80,260,2,7
517,male,70000,delivered,1,5,107,75,8,480,not_often,good,300,0,0,0,0,130,46.01,4,7
518,male,70000,delivered,1,5,107,75,22,360,not_often,good,410,0,0,0,0,100,105.91,9,7
519,female,90000,carried,1,6,107,75,38,285,not_often,fair,330,0,0,0,0,80,129.99,4,7
520,female,50000,delivered,1,3,107,75,6,600,not_often,fair,450,0,0,0,0,160,151.17,2,7
521,female,55000,delivered,1,4,107,75,6,570,not_often,fair,280,0,0,0,0,150,78.6,2,7
522,female,95000,delivered,1,6,107,75,38,285,not_often,good,330,0,0,0,0,80,148.5,1,7
523,male,80000,delivered,1,4,107,75,13,450,often,good,500,0,0,0,0,120,158.9,6,7
524,male,95000,carried,1,6,107,75,48,240,often,good,290,0,0,0,0,70,208.24,11,7
525,female,55000,delivered,1,3,107,75,8,720,often,good,380,0,0,0,0,190,99.41,0,7
526,female,40000,delivered,1,4,107,75,13,450,often,good,500,0,0,0,0,120,160.25,0,7
527,male,105000,carried,1,6,107,75,48,240,often,good,290,0,0,0,0,70,220.51,5,7
528,male,90000,carried,1,6,107,75,42,285,often,fair,330,0,0,0,0,80,149.91,3,7
529,male,40000,delivered,1,4,107,75,8,570,not_often,fair,280,0,0,0,0,150,78.23,1,7
530,female,100000,delivered,1,6,107,75,13,405,not_often,good,450,0,0,0,0,110,47.17,1,7
531,male,65000,delivered,1,5,107,75,32,330,not_often,good,380,0,0,0,0,90,147.96,3,7
532,female,65000,delivered,1,5,107,75,13,450,often,fair,500,0,0,0,0,120,87.37,5,7
533,female,65000,delivered,1,3,107,75,8,765,often,good,280,0,0,0,0,200,89.27,1,7
534,female,65000,delivered,1,4,107,75,13,405,often,very good,450,0,0,0,0,110,208.89,6,7
535,female,65000,delivered,1,6,107,75,38,240,often,fair,290,0,0,0,0,70,213.78,4,7
536,male,80000,delivered,1,4,107,75,22,360,not_often,good,410,0,0,0,0,100,229.31,6,7
537,male,90000,delivered,1,6,107,75,38,285,not_often,good,330,0,0,0,0,80,152.74,3,7
538,male,95000,carried,1,6,107,75,42,240,often,fair,290,0,0,0,0,70,185.98,2,7
539,female,100000,delivered,1,4,107,75,13,450,not_often,fair,500,0,0,0,0,120,143.68,2,7
540,male,95000,delivered,1,6,107,75,22,360,often,good,410,0,0,0,0,100,88.51,1,7
541,male,95000,delivered,1,3,107,75,8,600,not_often,fair,450,0,0,0,0,160,126.57,1,7
542,female,95000,delivered,1,4,107,75,13,450,not_often,good,500,0,0,0,0,120,295.1,6,7
543,male,95000,delivered,1,4,107,75,13,450,often,fair,500,0,0,0,0,120,202.06,5,7
544,female,100000,delivered,1,4,107,75,22,405,often,good,450,0,0,0,0,110,295.43,7,7
545,male,40000,delivered,1,4,107,75,22,360,not_often,fair,410,0,0,0,0,100,310.11,1,7
546,female,60000,delivered,1,3,107,75,8,600,often,fair,450,0,0,0,0,160,233.14,3,7
547,male,50000,delivered,1,4,107,75,13,450,not_often,good,500,0,0,0,0,120,187.78,3,7
548,female,50000,delivered,1,4,107,75,38,285,often,good,330,0,0,0,0,80,308.1,5,7
549,female,90000,delivered,1,6,107,75,88,165,often,good,210,0,0,0,0,50,344.48,4,7
550,male,55000,delivered,1,3,107,75,22,360,often,good,410,0,0,0,0,100,339.53,0,7
551,male,55000,delivered,1,3,107,75,22,360,often,fair,410,0,0,0,0,100,304.31,1,7
552,male,55000,delivered,1,5,107,75,42,285,often,fair,330,0,0,0,0,80,204.79,3,7
553,male,55000,delivered,1,6,107,75,88,210,not_often,good,260,0,0,0,0,60,290.72,6,7
554,male,55000,delivered,1,4,107,75,13,450,not_often,good,500,0,0,0,0,120,132.7,3,7
555,male,55000,delivered,1,3,107,75,8,600,not_often,good,450,0,0,0,0,160,121.75,1,7
556,male,55000,delivered,1,4,107,75,22,360,not_often,good,410,0,0,0,0,100,195.01,3,7
557,male,55000,delivered,1,4,107,75,22,360,not_often,fair,410,0,0,0,0,100,149.6,0,7
558,female,60000,delivered,1,3,107,75,42,285,often,good,330,0,0,0,0,80,410.67,5,7
559,male,85000,delivered,1,6,107,75,82,165,often,good,210,0,0,0,0,50,320.65,6,7
560,male,90000,delivered,1,6,107,75,92,90,not_often,good,140,0,0,0,0,30,406.23,9,7
561,female,100000,delivered,1,4,107,75,82,165,not_often,good,210,0,0,0,0,50,546.36,7,7
562,female,55000,delivered,1,3,107,75,8,765,often,fair,280,0,0,0,0,200,60.21,2,7
563,female,65000,carried,1,5,107,75,22,405,not_often,fair,450,0,0,0,0,110,73.35,3,7
564,male,85000,carried,1,3,107,75,13,600,often,good,450,0,0,0,0,160,113.15,6,7
565,male,105000,carried,1,4,107,75,8,570,often,fair,280,0,0,0,0,150,81.22,4,7
566,female,75000,delivered,1,4,107,75,8,570,often,good,280,0,0,0,0,150,80.75,3,7
567,male,90000,delivered,1,6,107,75,38,285,often,good,330,0,0,0,0,80,229.03,6,7
